
File: NCC16_ITER84.png, Algorithm: Levialdi, NCC: 16, Iterations: 84
File: NCC16_ITER84.png, Algorithm: TSF, NCC: 16, Iterations: 34
File: random-out.jpg, Algorithm: Levialdi, NCC: 32, Iterations: 12
File: random-out.jpg, Algorithm: TSF, NCC: 32, Iterations: 6
File: NCC5_ITER48.png, Algorithm: Levialdi, NCC: 5, Iterations: 47
File: NCC5_ITER48.png, Algorithm: TSF, NCC: 5, Iterations: 14
File: random-out.jpg, Algorithm: TSF, NCC: 42, Iterations: 8
File: random-out.jpg, Algorithm: TSF, NCC: 42, Iterations: 8
File: , Algorithm: Levialdi, NCC: None, Iterations: 0
